순위,이름,경기,타율,타석,타수,안타,2루타,3루타,홈런,타점,득점,사사구,삼진,출루율,장타율,도루
379,오성민(부산정보고),15,0.229,62,48,11,3,1,0,3,11,13,10,0.393,0.333,10
379,조재윤(도개고),14,0.229,58,48,11,3,1,0,7,6,7,9,0.321,0.333,1
382,이경환(배재고),18,0.228,76,57,13,3,0,0,5,10,13,11,0.366,0.281,6
383,박성빈(김해고),13,0.227,51,44,10,3,1,0,5,3,3,7,0.277,0.341,1
383,김우빈(장충고),19,0.227,62,44,10,1,2,0,7,8,16,3,0.426,0.341,1
383,권민석(강릉고),17,0.227,77,66,15,2,0,0,6,9,9,10,0.32,0.258,4
383,배용국(소래고),18,0.227,60,44,10,1,0,0,6,15,15,6,0.424,0.25,10
387,임도경(경기고),19,0.226,75,62,14,2,0,1,5,6,11,17,0.342,0.306,2
387,남계원(유신고),21,0.226,86,62,14,1,0,1,16,10,22,11,0.419,0.29,0
387,채원석(야탑고),23,0.226,63,53,12,3,0,0,5,8,8,17,0.328,0.283,5
387,최승혁(충훈고),14,0.226,64,53,12,0,0,0,2,7,9,5,0.339,0.226,4
391,박성하(마산용마고),28,0.225,105,80,18,2,1,2,7,18,22,24,0.392,0.35,7
391,김동훈(김해고),13,0.225,49,40,9,0,0,0,3,7,7,13,0.34,0.225,9
393,이희건(신일고),22,0.224,102,76,17,4,3,0,8,17,20,9,0.378,0.355,12
393,최승훈(부천고),17,0.224,79,67,15,3,1,1,4,15,11,9,0.333,0.343,16
393,백선기(상원고),18,0.224,80,67,15,3,0,1,6,10,12,21,0.342,0.313,2
393,김강민(강릉고),17,0.224,75,58,13,1,2,0,5,11,14,1,0.37,0.31,6
393,김재웅(제물포고),16,0.224,64,49,11,4,0,0,7,8,13,14,0.387,0.306,3
393,정현(효천고),17,0.224,69,58,13,1,1,0,7,8,10,16,0.333,0.276,2
393,안현빈(진영고),16,0.224,61,49,11,1,0,0,4,7,10,14,0.356,0.245,3
393,박진석(제물포고),16,0.224,57,49,11,0,0,0,5,5,6,14,0.309,0.224,0
401,김민성(경동고),18,0.222,81,63,14,0,2,1,8,10,16,21,0.375,0.333,2
401,안영화(청담고),15,0.222,51,45,10,3,0,0,6,2,5,9,0.294,0.289,3
401,우휘창(백송고),17,0.222,43,36,8,1,0,0,2,2,7,14,0.349,0.25,5
401,김규진(제물포고),16,0.222,58,45,10,1,0,0,3,7,8,10,0.34,0.244,0
405,송성우(경기고),19,0.221,79,68,15,2,1,0,9,10,5,15,0.274,0.279,3
405,유도훈(마산용마고),28,0.221,88,77,17,1,1,0,13,11,10,12,0.307,0.26,3
407,조대현(유신고),21,0.22,91,59,13,3,0,2,21,13,26,12,0.438,0.373,2
407,표동헌(물금고),13,0.22,58,50,11,1,2,0,7,6,5,14,0.291,0.32,1
407,홍정민(울산공고),13,0.22,59,50,11,2,1,0,2,8,8,17,0.328,0.3,7
407,권국일(군산상고),24,0.22,70,59,13,2,1,0,7,12,9,9,0.319,0.288,1
407,김기환(부산공고),14,0.22,55,50,11,3,0,0,3,7,4,14,0.278,0.28,2
407,김성훈(전주고),16,0.22,68,50,11,0,0,0,2,10,15,11,0.4,0.22,0
413,장재민(장안고),17,0.219,41,32,7,0,2,0,2,7,6,3,0.325,0.344,2
413,김태경(부산고),15,0.219,46,32,7,2,0,0,3,3,12,6,0.432,0.281,0
413,김우성(야탑고),23,0.219,77,64,14,2,0,0,6,10,11,10,0.329,0.25,0
416,문건희(상우고),15,0.218,61,55,12,4,1,0,3,5,6,14,0.295,0.327,2
416,이재원(충암고),25,0.218,69,55,12,2,1,0,5,7,12,8,0.348,0.291,3
416,송대현(신일고),22,0.218,67,55,12,2,1,0,5,15,10,10,0.338,0.291,13
419,이상혁(장안고),17,0.217,74,60,13,2,1,0,5,17,14,9,0.365,0.283,4
419,김태오(안산공고),23,0.217,79,60,13,1,1,0,7,15,15,11,0.373,0.267,3
419,김승찬(청원고),17,0.217,54,46,10,1,0,0,4,3,5,9,0.283,0.239,2
